Word|Antonym1,Antonym2,Antonym3,Antonym4
indecorous|decorous
indecorously|decorously
indecorousness|decorousness,decorum
indecorum|decorousness,decorum
indefeasible|defeasible
indefinite|definite
indehiscent|dehiscent
indelicate|decorous
independent|dependent
indestructibility|destructibility
indestructible|destructible
indeterminable|determinable
indeterminate|determinate
indicate|contraindicate
indication|contraindication
indigestibility|digestibility
indigestible|digestible
indigestibleness|digestibility
antonym|indirect
discourse|direct
evidence|direct
indirect|direct,lineal
indirectly|directly
indirectness|directness
indiscernible|discernible
indiscipline|discipline
indiscreet|discreet
indiscreetly|discreetly
indiscreetness|judiciousness
indiscriminate|discriminate
indiscriminating|discriminating
indispensability|dispensableness,dispensability
indispensable|dispensable
indispensableness|dispensableness,dispensability
indispose|dispose,qualify
indissoluble|soluble
indistinct|distinct
indistinctness|sharpness,distinctness
indistinguishable|distinguishable
individual|common
individualise|depersonalise,depersonalize
individualism|commonality
individuality|commonality
individualize|depersonalise,depersonalize
individuation|commonality
indivisible|divisible
indoor|outdoor
indoors|outdoors,outside
induced|spontaneous
inducement|disincentive
inductee|volunteer
inductive|deductive
indulgent|nonindulgent
indurate|soften
industrial|nonindustrial
inebriated|sober
inebriation|soberness
inebriety|soberness
inedible|edible
ineffective|effective
ineffectively|effectively,efficaciously
ineffectiveness|effectiveness
ineffectual|effective
ineffectuality|effectiveness
ineffectually|effectually
ineffectualness|effectiveness
inefficacious|efficacious
inefficaciously|effectively,efficaciously
inefficaciousness|efficacy
inefficacy|efficacy
inefficiency|efficiency
inefficient|efficient
inefficiently|efficiently
inelastic|elastic
inelasticity|elasticity
inelegance|elegance
inelegant|elegant
inelegantly|elegantly
ineligibility|eligibility
ineligible|eligible
ineloquently|articulately,eloquently
ineptitude|worth
ineptness|suitableness,suitability
inequality|equality
inequitable|equitable
inequitably|equitably
inequity|equity,fairness
ineradicable|eradicable
inerrancy|errancy
inertia|activeness
inessential|essential
inessentiality|essentiality
inevitable|evitable
inexact|exact
inexactitude|exactness
inexactly|exactly,precisely
inexactness|exactness
inexcusable|excusable
inexcusably|justifiably,forgivably,pardonably,excusably
inexhaustible|exhaustible
inexpedience|expediency,expedience
inexpediency|expediency,expedience
inexpedient|expedient
inexpediently|expediently
inexpensive|expensive
inexpensively|expensively
inexpensiveness|expensiveness
inexperience|experience
inexperienced|experienced
inexperient|experienced
inexplicable|explicable
inexplicit|explicit
inexplicitness|explicitness
inexpressible|expressible
inexpressively|expressively
inextensible|extensile
inextinguishable|extinguishable
inextricable|extricable
infallibility|fallibility
infallible|fallible
infamy|fame
infeasibility|feasibility
infect|disinfect
infected|antiseptic
infectious|noninfectious
infelicitous|felicitous
infelicitously|felicitously
infelicity|felicity
inferior|superior,adscript,superscript,superscript
inferiority|high
region|Heaven
infernal|supernal
inferno|Heaven
infertile|fertile
infertility|fertility
infidelity|faithfulness,fidelity
infield|outfield
infinite|finite
infinitely|finitely
infiniteness|finiteness
infinitude|finiteness
inflate|deflate
inflated|deflated
inflation|deflation,deflation,disinflation
inflationary|deflationary
inflected|uninflected
inflectional|derivational
inflexibility|flexibility
inflexible|flexible,compromising
inflexibleness|flexibility
inflexibly|flexibly
inflow|efflux,outflow
influential|uninfluential
influx|efflux,outflow
informal|formal
informality|formality
informally|formally
informative|unenlightening,uninformative,uninstructive
informatively|uninstructively,uninformatively
informatory|uninformative
informed|uninformed
infract|keep
infrequent|frequent
infrequently|frequently
ingenuous|disingenuous
ingenuousness|disingenuousness
ingest|abstain
inglorious|glorious
ingratitude|gratitude
ingress|emersion,egress
inhabited|uninhabited
inhale|exhale
inharmonious|harmonious
inheritable|noninheritable
inhibited|uninhibited
inhibitor|activator
inhospitable|hospitable
inhospitableness|hospitableness
inhospitably|hospitably
inhospitality|hospitality
inhumane|humane
inhumanely|humanely
inhumaneness|humaneness
inhumanity|humaneness
inhumed|unburied
initiate|uninitiate
injectable|uninjectable
injudiciously|judiciously
injudiciousness|judiciousness
injured|uninjured
injustice|justice
inkiness|white
inland|coastal
inmarriage|exogamy
inmate|outpatient
innate|conditioned
inner|outer
innocence|guilt
innocent|guilty
innocuous|noxious
innumerate|numerate
inodorous|odorous
inoffensive|dysphemistic,offensive,unsavory
inoffensively|offensively
inoperable|operable
inoperative|operative
inopportune|opportune
inopportunely|opportunely
inopportuneness|opportuneness
inorganic|organic
inorganically|organically
inpatient|outpatient
inquiring|uninquiring
inquiry|answer
inquisitorial|accusatorial
insalubriousness|salubriousness,salubrity
insalubrity|salubriousness,salubrity
insane|sane
insanely|sanely
insanitary|sanitary
insanity|sanity
insatiable|satiate
insatiate|satiate
inscribe|decode
insectivorous|carnivorous,herbivorous,omnivorous
insecure|secure
insecurely|securely
insecureness|secureness
insecurity|security
insensate|sentient
insensibility|sensibility
insensible|sensible
insensitive|sensitive
insensitively|sensitively
insensitiveness|sensitiveness,sensitivity
insensitivity|sensitiveness,sensitivity
insentience|sentience
insentient|sentient
inseparably|separably
inshore|offshore
inside|outside,outdoors,outside,outwardly
insignificance|significance
insignificant|significant
insignificantly|significantly
insincere|sincere
insincerely|sincerely
insincerity|sincerity
insobriety|soberness
insolubility|solubility,solubility,solvability
insoluble|soluble
insolvency|solvency
insolvent|solvent
insomnia|hypersomnia
inspan|outspan
inspire|exhale
inspiring|uninspiring
inspissate|thin
instability|stability,balance,stableness,stability
institutional|noninstitutional
institutionalised|noninstitutionalized
institutionalized|noninstitutionalized
instructive|uninstructive
instructively|uninstructively,uninformatively
instrumental|vocal
insubordinate|subordinate
insubordination|subordination
insubstantial|substantial
insubstantiality|substantiality
insufficiency|adequacy,sufficiency
insufficient|sufficient
insufficiently|sufficiently
insulator|conductor
insurability|uninsurability
insured|uninsured
insurmountable|surmountable
insusceptible|susceptible
intangibility|palpability,tangibility
intangible|tangible
intangibleness|palpability,tangibility
integrate|differentiate,segregate,disintegrate
integrated|segregated,nonintegrated
integrating|segregation
integration|segregation
integrative|disintegrative
intellectual|emotional,nonintellectual
intelligence|stupidity
intelligent|unintelligent
intelligently|unintelligently
intelligibility|unintelligibility
intelligible|unintelligible
intelligibly|unintelligibly
intemperance|temperance
intemperate|temperate
intemperately|lightly
intended|unintended
intense|mild
intensify|de-escalate
intensifying|moderating
intensity|softness
intensive|extensive
intentional|undesigned
intentionally|accidentally,unintentionally
interactive|antagonistic
interchangeability|unexchangeability
interchangeableness|unexchangeability
intercontinental|continental
interdepartmental|intradepartmental
interdict|allow,permit
interest|uninterestingness,bore
interested|uninterested
interesting|uninteresting
interestingly|uninterestingly
interestingness|uninterestingness
interference|noninterference,nonintervention
interior|exterior,outside
interlace|untwine
intermarriage|exogamy,endogamy
intermediate|first,last
internal|external
internally|externally
flight|domestic
law|civil
waters|territorial
international|national
internationalism|nationalism
interred|unburied
interrogation|answer
interrogative|declaratory,declarative
interrogatory|declaratory,declarative
interspecies|intraspecies
interspecific|intraspecies
interstate|intrastate
intertwine|untwine
intervention|noninterference,nonintervention
interweave|unweave
intestate|testate
wind|downwind
intolerable|tolerable
intolerably|tolerably,acceptably
intolerance|tolerance
intolerant|tolerant
intolerantly|tolerantly
intoxicate|depress
intoxicated|sober
intoxication|soberness
vires|ultra
intracellular|extracellular
intractability|tractability
intractable|tractable
intractableness|tractability
intradepartmental|interdepartmental
intramural|extramural
intransitive|transitive
intransitively|transitively
intransitiveness|transitivity
intransitivise|transitivize
intransitivity|transitivity
intransitivize|transitivize
intraspecies|interspecies
intraspecific|interspecies
intrastate|interstate
in-tray|out-basket
intrepidly|fearfully
intrinsic|extrinsic
intrinsical|extrinsic
intromit|reject
intron|exon
introspective|extrospective
introversion|ambiversion,extraversion
introversive|extroversive,ambiversive
introvert|extrovert
introverted|extrospective
introvertive|extroversive,ambiversive
intrusive|unintrusive,protrusive,extrusive
inutility|usefulness,utility
invalid|valid
invalidate|validate
invariability|variability,unevenness,variableness
invariable|variable
invariableness|variableness,variability
invariance|variableness,variability
invasive|confined,noninvasive
inverse|direct
invertebrate|vertebrate
inverted|amphitropous
invertible|non-invertible
invest|divest
invigorate|deaden
invigorating|debilitating
inviolable|violable
invisibility|visibility
invisible|conspicuous,visible
invisibleness|visibility
invisibly|visibly
inviting|uninviting
involuntarily|voluntarily
involuntariness|willingness
involuntary|voluntary
involution|non-involvement,nonparticipation,non-engagement
involve|obviate
involved|uninvolved
involvement|non-involvement,nonparticipation,non-engagement
invulnerability|vulnerability
invulnerable|vulnerable
inward|outward
inwardly|outwardly
inwardness|outwardness
inwards|outward
iodinate|de-iodinate
iodinating|de-iodinating
ionate|de-ionate
ionic|nonionic
ionised|nonionized
ionized|nonionized
ipsilateral|contralateral
ironed|unironed
irrational|rational
irrationally|rationally
irreality|reality
irreconcilable|reconcilable
irrecoverable|recoverable
irreducible|reducible
irregular|regular
irregularity|regularity
irregularly|regularly
irrelevance|relevance
irrelevancy|relevance
irrelevant|relevant
irrelevantly|relevantly
irreligious|religious
irremediable|remediable
irremovable|removable
irreparable|reparable
irreplaceable|replaceable
irreproducible|reproducible
irresistible|resistible
irresolute|resolute
irresolutely|resolutely
irresoluteness|resoluteness
irresolution|resoluteness
irresponsibility|responsibleness,responsibility
irresponsible|responsible
irresponsibleness|responsibleness,responsibility
irresponsibly|responsibly
irreverence|reverence
irreverent|reverent
irreverently|reverently
irreversibility|reversibility
process|reversible
irreversible|reversible
irrevocable|revocable
irrevokable|revocable
irritate|soothe
isometric|isotonic
isosmotic|hypertonic,hypotonic
isotonic|isometric,hypertonic,hypotonic
isotropic|anisotropic
isotropous|anisotropic
isotropy|anisotropy
issue|recall
jade|refresh
jam|free
jawed|jawless
jawless|jawed
jejunely|maturely
jibe|disagree
join|disjoin
joint|separate
jointure|disunion
jolting|smooth
jolty|smooth
joy|sorrow,sadden
joyful|sorrowful
joyfully|joylessly
joyfulness|sorrow
joyless|joyous
joylessly|joyfully
joyous|joyless
joyously|joylessly
joyousness|sorrow
jubilantly|unhappily
personam|judgment
rem|judgment
personam|judgment
rem|judgment
conviction|acquittal
judgmental|nonjudgmental
judiciously|injudiciously
judiciousness|injudiciousness
juiceless|juicy
juicer|nondrinker
juicy|juiceless
on|hop
jumpy|smooth
junior|senior
just|unjust,inequitable,unfair
justice|injustice
justifiably|unjustifiably
justifiedly|unjustly
justify|blame
justly|unjustly
justness|injustice
person|adult
juvenile|adult
kainogenesis|palingenesis
katabatic|anabatic
katabolic|anabolic
katabolism|anabolism
katamorphism|anamorphism
down|vomit
mum|open
shut|talk
out|admit
quiet|talk
keep|break,let,discontinue,lose
kenogenesis|palingenesis
kept|broken
kern|kern
key|atonality
keyed|keyless
keyless|keyed
downstairs|promote
bucket|be
upstairs|demote
kick|cheer
kickoff|middle,end
kid|parent
kinaesthesia|kinanesthesia
kinaesthesis|kinanesthesia
kinanesthesia|kinesthesia
kind|unkind
kindly|unkindly
kindness|unkindness
kinesthesia|kinanesthesia
kinesthesis|kinanesthesia
kinesthetics|kinanesthesia
king|female
down|turn
kip|wake
knock|praise
knot|unknot,unravel,unravel
know|ignore
knowable|unknowable
knowingly|unknowingly,unwittingly
knowingness|incognizance
known|unknown
futzu|dullness
kvetch|cheer
labeled|unlabeled
labelled|unlabeled
lace|untwine
laced|unlaced
lack|have
lactate|bottlefeed
lactating|dry
lady|nobleman,Lord
economy|non-market
laity|clergy
lamented|unlamented
land|sea,air
landed|landless
landless|landed
larboard|starboard
large|little,small
largeness|littleness,smallness,unpretentiousness
lash|unlash
last|intermediate,first
lasting|impermanent,caducous
late|early,middle,early
lateness|earliness
later|early
latter|former,former
laugh|cry
launch|abolish
laureled|unlaureled
laurelled|unlaureled
laurels|dishonor
nations|civil
lawful|unlawful
lawfully|unlawfully,illicitly,lawlessly,illegitimately
lawfulness|unlawfulness
lawlessly|lawfully
lax|tense
laxation|tightening
laxative|costive
claim|forfeit
off|continue
witness|expert
layman|clergyman
layperson|clergyman
laze|work
astray|undeceive
off|end
lead|deficit,follow
gasoline|unleaded
leaded|unleaded
leader|follower
leading|following
leadless|leaded
leafless|leafy
leafy|leafless
leaky|tight
lean|rich,fat
leanness|fatness
learned|unconditioned
leased|unchartered
least|most
off|include
office|take
out|include,attend
leave|arrive,disinherit,enter
leavened|unleavened
leeward|windward,downwind,windward
left|center,right,right
left-handed|ambidextrous,right-handed
age|minority
legal|illegal
legalise|criminalise,criminalize,outlaw
legality|illegality
legalize|criminalise,criminalize,outlaw
legally|unlawfully
legato|staccato
legged|legless
legibility|illegibility
legible|illegible
legibly|illegibly
legitimacy|illegitimacy
legitimate|illegitimate,criminalise,criminalize,outlaw
legitimately|illegitimately,illicitly,lawlessly
legitimatise|criminalise,criminalize,outlaw
legitimatize|criminalise,criminalize,outlaw
legitimise|criminalise,criminalize,outlaw
legitimize|criminalise,criminalize,outlaw
legless|legged
oneself|defy
lend|borrow
lender|borrower
lengthen|shorten
lengthways|crosswise
lengthwise|crosswise
lentic|lotic
leptorhine|catarrhine,platyrrhine
leptorrhine|catarrhine,platyrrhine
leptorrhinian|catarrhine,platyrrhine
leptorrhinic|catarrhine,platyrrhine
leptosporangiate|eusporangiate
than|more
less|more
lessen|increase
lessening|increase
lesser|greater
down|raise
of|hold
go|hold
in|exclude,reject
out|take
bag|keep
let|prevent,disallow,forbid
lethargic|energetic
level|raise
levitation|gravitation
levity|gravity
levorotation|dextrorotation
ambiguity|monosemy
liability|asset
liar|square
liberal|conservative
liberalist|conservative
liberality|illiberality
liberalness|illiberality
liberate|confine
liberator|captor
libertarian|necessitarian
licence|decertify
license|decertify
licit|illicit
licitly|illicitly,lawlessly,illegitimately
licitness|illicitness
licking|victory
lidded|lidless
lidless|lidded
down|arise
lie|stand,sit,arise
lifelessness|animateness,motion
up|depress
lift|lower,fall
up|overcast
light|dark,heavy,extinguish
light-colored|dark
light-duty|heavy-duty
lighted|unlighted
up|darken,weigh
lighten|darken,weigh
light-footed|heavy-footed
light-haired|brunet
lighting|dark
lightly|heavily,thickly
lightness|darkness,heaviness
likable|unsympathetic
expert|amateurishly
like|unalike,unlike,dislike
likeable|unsympathetic
liked|disliked
likelihood|unlikeliness,unlikelihood
likeliness|unlikeliness,unlikelihood
likely|unlikely,improbable
likeness|dissimilitude,unlikeness
liking|dislike
limbed|limbless
limbless|limbed
limited|unlimited,local
limitless|limited
limitlessness|finiteness
limpidity|unclearness,obscurity
up|skew
lineal|collateral
linear|nonlinear,digital,planar,cubic
linearly|geometrically
lined|unlined
linger|rush
lingual|nonlinguistic
linguistic|nonlinguistic
up|dissociate,disconnect
link|disconnectedness,dissociate,disconnect
lipless|lipped
lipped|lipless
liquid|gaseous,solid,unmelted
liquified|unmelted
security|unlisted
listed|unlisted
lit|unlighted
literacy|illiteracy
literal|figurative
literalise|spiritualize
literalize|spiritualize
literally|figuratively
literate|illiterate
girl|boy,male
little|much,big,large
littleness|bigness,largeness
livable|unlivable
birth|stillbirth
in|live
out|live
to|fall
live|dead,recorded
liveable|unlivable
live-bearing|oviparous,ovoviviparous
infant|stillborn
lively|dull
up|deaden
liven|deaden
liveness|inanimateness
liveried|unliveried
living|dead
loaded|unloaded
loading|unloading
loamless|loamy
loamy|loamless
loan|borrow
loaner|borrower
local|general,national,express
location|studio
lock|unlock,disengage,unlock
locomote|stay
lodge|dislodge
loftiness|lowness
in|log
off|log
on|log
out|log
z's|wake
logical|incoherent,illogical
logicality|illogicalness,illogicality
logically|illogically
logicalness|illogicalness,illogicality
log-in|log
suit|weak
long|short,unretentive
longanimity|impatience
longness|shortness
longsightedness|myopia
long-spurred|short-spurred
on|admire
to|look
look|back
loop|uncoil,open
loose|affixed,confine,tight,stiffen,compact
loosely|narrowly
up|tense,strain,tense,stuff
loosen|stiffen
looseness|fixedness,tightness
loosening|tightening
lord|noblewoman,Lady
weight|gain
lose|gain,win,find,keep,profit,break
loser|winner,achiever
losings|winnings
loss|gain
losses|winnings
lossless|lossy
lossy|lossless
lost|won,saved,found
lotic|lentic
loud|soft,piano,softly
louden|quieten
loudly|piano,softly
loudness|softness
lovable|hateful
love|hate
loveable|hateful
loved|unloved
loving|unloving
explosive|high
frequency|high
pitch|high
quality|high
relief|high
spirits|high
status|high
temperature|hotness
tide|high
water|high
low|high
lowborn|noble
low-class|middle-class,upper-class
limit|maximum
lower|raise
letter|uppercase
lowercase|uppercase
lower-class|middle-class,upper-class
lowered|raised
low-interest|high-interest
lowland|upland,highland
low-level|dominant
lowliness|high
lowness|highness,high
low-pitched|high
low-resolution|high-resolution
low-rise|high-rise
low-sudsing|high-sudsing
low-tech|high-tech
low-tension|high-tension
low-voltage|high-tension
loyal|disloyal,unpatriotic
loyally|disloyally
loyalty|disloyalty
lubricated|unlubricated
lucidity|unclearness,obscurity
lucidness|unclearness,obscurity
luckily|unluckily,unfortunately
luckiness|bad
luckless|lucky
lucky|unlucky
lucrativeness|unprofitability,unprofitableness
lucubrate|contract
lug|unstuff
lull|agitate
lumper|splitter
lyric|dramatic
wash|handwash
machine-made|handmade
machine-wash|handwash
macroscopic|microscopic
macroscopical|microscopic
made|unmade
madly|sanely
magnetic|repulsive,geographic,antimagnetic,nonmagnetic
magnetise|demagnetise,demagnetize
magnetised|antimagnetic
magnetize|demagnetise,demagnetize
magnetized|antimagnetic
magnification|understatement
magnify|reduce,understate
main|dependent
surgery|minor
major|minor
majority|minority
majuscule|minuscule,lowercase
clean|dirty
full|empty
headway|fall
it|fail,succumb
peace|war
relaxed|strain,tense
make|unmake,break
malacopterygian|spiny-finned
maladaptive|adaptive
maladjusted|adjusted
maladroit|adroit
maladroitly|adroitly
malady|wellness
malapropos|apropos,opportunely
aristocrat|female
child|girl,female
monarch|female
offspring|female
parent|female
person|female
sibling|female
male|female,androgynous,female
maledict|bless
maleficence|beneficence
maleficent|beneficent
maleness|femaleness
malevolence|benevolence
malevolently|benevolently
malfunction|function
malfunctioning|functioning
malicious|unmalicious
malign|benign
malignance|benignancy,benignity
malignancy|benignancy,benignity
malignant|benign
malignity|benevolence,benignancy,benignity
malleability|unmalleability
malnourished|nourished
malodorous|fragrant
malodourous|fragrant
malted|unmalted
maltreated|unabused
cloth|layman
man|woman,civilian
manage|fail
manageable|unmanageable
manageably|unmanageably
man-child|female
manful|unmanly
manfully|unmanfully
manipulable|intractable
manlike|unmanly
manly|unmanly,unmanfully
manned|unmanned
manual|automatic
many|few
many-sided|unilateral
equinox|autumnal
on|recede
account|cash
marginality|centrality
down|mark
up|mark
mark|ignore
marked|unmarked
economy|non-market
man|wife
woman|husband
married|unmarried
masculine|feminine,feminine,neuter
masculinity|femaleness,femininity
mask|unmask
masochist|sadist
masochistic|sadistic
mat|unsnarl,disentangle
match|disagree
matched|mismatched
mated|unmated
material|incorporeal,immaterial,insubstantial
materialise|dematerialise,dematerialize
materiality|incorporeality,immateriality,immateriality
materialize|dematerialise,dematerialize
maternal|paternal,filial
mathematical|verbal
matriarchal|patriarchal
maturation|nondevelopment
mature|immature,unfledged,green
maturely|immaturely
matureness|immaturity
maturity|immaturity
maxi|mini,midi
maximal|minimum,minimal
maximally|minimally
maximation|minimization
maximisation|minimization
maximise|minimise,minimize
maximization|minimization
maximize|minimise,minimize
maximum|minimum,minimal,minimum
meager|ample
meagerly|ample,amply
meagre|ample
meagrely|amply
meaningful|meaningless
meaningfulness|meaninglessness
meaningless|meaningful
meaninglessness|meaningfulness
meanspirited|generous
measurable|immeasurable
measurably|immeasurably
measured|unmeasured
meatless|meaty
meaty|meatless
mechanical|nonmechanical
mediacy|immediacy
mediate|immediate
mediateness|immediacy
medical|surgical
medulla|cortex
medullated|unmyelinated
meet|diverge
melanise|whiten
melanize|whiten
meliorate|worsen
melioration|decline
melodic|unmelodious
melodious|unmelodious,tuneless
melodiously|unmelodiously
off|gain
melted|unmelted
member|nonmember
membered|memberless
memberless|membered
memorably|unmemorably
mend|break
mendaciously|truthfully
mendacity|veracity
mensurable|immeasurable
ability|incapacity
disease|mental
health|mental
illness|mental
mental|physical
merciful|merciless
mercifulness|mercilessness
merciless|merciful
mercilessness|mercifulness
mercy|mercilessness
merge|disunify
system|spoils
merit|demerit
merited|unmerited
merrily|unhappily
mesh|disengage
mesial|distal
mesic|xeric,hydric
mesomorphic|ectomorphic,endomorphic
messiness|tidiness
metabolic|ametabolic
metabolous|ametabolic
metal|nonmetallic
metallic|nonmetallic
metamorphic|nonmetamorphic
metier|weak
microscopic|macroscopic
microscopical|macroscopic
middle|late,early,end,beginning
middle-class|upper-class,lower-class
middling|immoderately,unreasonably
midi|maxi,mini
midsummer|winter
migratory|nonmigratory
mild|intense
militarisation|demobilization
militarise|demilitarise,demilitarize
militarization|demobilization
militarize|demilitarise,demilitarize
man|civilian
personnel|civilian
volunteer|draftee
military|civilian,unmilitary
mind|forget
mindful|unmindful
mindfully|inadvertently,unmindfully
mindfulness|heedlessness,unmindfulness
mindless|mindful
mined|unmined
mineral|animal,vegetable
mini|midi,maxi
minify|increase
minimal|maximum,maximal
minimally|maximally
minimisation|maximization
minimise|maximise,maximize,overstate
minimization|maximization
minimize|maximise,maximize,overstate
minimum|maximum,maximal,maximum
surgery|major
minor|major,major
minority|majority
minus|plus
minuscular|majuscule
minuscule|majuscule,uppercase
mirthfully|unhappily
misbehave|behave
miscarriage|live
miscarry|carry
mischief|beneficence
miscible|immiscible
misconception|conception
misconduct|behave
misconstruction|construction
misdemean|behave
misfortune|good
misfunction|function
mismatched|matched
misogynism|philogyny
misogyny|philogyny
miss|attend
mistreated|unabused
mistrust|trust,trust
mistrustfully|trustfully
misused|used
mitigated|unmitigated
mix|segregate
mixable|immiscible
mixed-blood|thoroughbred
mobile|immobile,stabile
mobilisation|demobilization
mobilise|demobilize,demobilise,demobilize
mobility|immobility
mobilization|demobilization
mobilize|demobilize,demobilise,demobilize
moderate|immoderate
moderately|immoderately,unreasonably,immoderately
moderateness|immoderation
moderating|intensifying
moderation|immoderation,intemperance
font|old
modern|nonmodern,old
modest|immodest
modestly|immodestly
modestness|immodesty
modesty|immodesty
modifiable|unmodifiable
modified|unmodified
modulated|unmodulated
moisturise|dehumidify
moisturize|dehumidify
molar|molecular
molecular|molar
moment|inconsequence
monaural|binaural
monaurally|binaurally
monecious|dioecious
monetisation|demonetization
monetization|demonetization
moneyed|moneyless
moneyless|moneyed
monied|moneyless
monism|pluralism
monochromatic|polychromatic
monoclinic|triclinic
monoclinous|diclinous
monocotyledonous|dicotyledonous
monody|polyphonic
monoecious|dioecious
monogamous|polygamous
monoicous|dioecious
monolingual|multilingual
mononuclear|binucleate,trinucleate
mononucleate|binucleate,trinucleate
music|polyphonic
monophonic|polyphonic
monophony|polyphonic
monoploid|diploid,polyploid
monosemy|polysemy
font|proportional
monotheism|polytheism
monotheistic|polytheistic
monotone|nonmonotonic
monotonic|nonmonotonic
monovalent|polyvalent
monovular|fraternal
moonless|moonlit
moonlit|moonless
moony|moonless
moral|immoral,amoral
morality|immorality
morally|immorally
morbidity|wholesomeness
morbidness|wholesomeness
than|less,less
more|fewer,less
morning|sunset
sin|venial
mortal|immortal
mortality|immortality
most|fewest,least
mother|male
motility|immotility
motion|motionlessness
motionlessness|motion
motivated|unmotivated
motivator|disincentive
mower|hand
motored|unmotorized
motorial|afferent
motorised|unmotorized
motorized|unmotorized
motorless|motorized
up|hop
mount|wane,hop
mouthless|stomatous
movability|immovableness,immovability
movableness|immovableness,immovability
in|move
into|exit
on|recede
out|move
up|fall
move|stand
moved|unmoved
moving|unmoving,nonmoving,still
mown|unmown
much|little
muliebrity|masculinity
multiculturalism|nationalism
language|one-dimensional
multidimensional|unidimensional
multiform|uniform
multilane|single-lane
multilateral|unilateral
multilingual|monolingual
multinucleate|uninucleate
multiparous|uniparous
multiple|single
multiple-choice|true-false
multiply|singly,divide
multivalent|monovalent,univalent,bivalent
mundaneness|extraordinariness,naivete
mundanity|extraordinariness,naivete
sense|kinanesthesia
muscular|ectomorphic,endomorphic
mushroom|toadstool
musical|unmusical,unmelodious
musically|unmusically
in|discharge
out|enlist
mutability|immutableness,immutability
mutable|immutable
mutableness|immutableness,immutability
mutual|nonreciprocal
muzzle|unmuzzle
myelinated|unmyelinated
myopia|hyperopia
myopic|farsighted
mystify|demystify
mythicise|demythologize
mythicize|demythologize
mythologise|demythologize
mythologize|demythologize
nadir|zenith
naif|sophisticated
naive|sophisticated
naiveness|sophistication
naivete|sophistication
naivety|sophistication
nakedness|closeness
down|diversify
narrow|wide,diversify,broad-minded,widen
narrowing|widening
narrowly|broadly
narrow-minded|broad-minded,unshockable
narrow-mindedly|broad-mindedly
narrow-mindedness|broad-mindedness
narrowness|broad-mindedness,wideness
nascence|death
nascency|death
nascent|dying
nastiness|niceness
nasty|nice
national|local,international
nationalisation|denationalization
nationalise|denationalise,denationalize
nationalism|multiculturalism,internationalism,internationalism
nationalization|denationalization
nationalize|denationalise,denationalize
native|nonnative,foreign,adopted
nativeness|foreignness
nativity|death
depression|natural
elevation|natural
language|artificial
object|artifact
natural|artificial,unnatural,supernatural,sharp,flat
naturalise|denaturalize
naturalize|denaturalize
naturally|artificially,unnaturally
naturalness|unnaturalness
nay|yea
nazify|denazify
ultra|imperfection
tide|springtide
neap|springtide
near|far
nearness|farness
nearsighted|farsighted
nearsightedness|hyperopia
neatness|untidiness
necessarily|unnecessarily
necessary|unnecessary,inessential
necessitarian|libertarian
necessitate|obviate
necessity|inessential
necked|neckless
neckless|necked
need|obviate
needfully|unnecessarily
ne'er|ever
negate|affirm
charge|positive
negative|neutral,positive,affirmative,positive
negativeness|positiveness,positivity
negativism|positiveness,positivity
negativity|positiveness,positivity
neglect|attend
negligent|diligent
negociate|fail
neighborliness|unneighborliness
neighbourliness|unneighborliness
nephew|niece
net|gross
region|Heaven
nett|gross
depression|psychotic
neurotic|unneurotic
neuter|masculine,feminine
neutral|positive,negative
never|ever
new|old,worn
newness|oldness
nice|nasty
niceness|nastiness,impoliteness
nidicolous|nidifugous
nidifugous|nidicolous
niece|nephew
nigh|far
game|day
school|day
night|day
nighttime|day
nigrify|whiten
nitrify|denitrify
longer|still
more|still
no|all,some,yes
noble|lowborn,ignoble,noblewoman,Lady
nobleman|noblewoman,Lady
noblewoman|nobleman,Lord
nocturnal|diurnal
off|wake
node|antinode
no-go|go
noisily|quietly
noisy|quiet
nominal|real
case|oblique
nominative|oblique
nomothetic|idiographic
nonabsorbency|absorbency
nonabsorbent|absorbent
nonabsorptive|absorbent
nonaddictive|addictive
nonadhesive|adhesive
nonadsorbent|adsorbent
nonadsorptive|adsorbent
nonage|majority
nonaged|major
nonaggressive|aggressive
nonalcoholic|alcoholic
nonaligned|aligned
nonalignment|alignment
nonalinement|alignment
nonarbitrable|arbitrable
nonarbitrary|arbitrary
nonarboreal|arboreal
nonassociative|associative
nonastringent|astringent
nonattendance|attendance
nonbearing|bearing
nonbeing|being
pollution|biodegradable
noncausal|causative
noncausative|causative
noncellular|cellular
noncitizen|citizen
noncivilised|civilized
noncivilized|civilized
nonclassical|classical
noncollapsable|collapsible
noncollapsible|collapsible
noncolumned|columned
noncombinative|combinative
noncombustible|combustible
noncommercial|commercial
noncommissioned|commissioned
noncompetitive|competitive
noncompetitively|competitively
noncompliance|compliance,obedience
noncompliant|compliant
noncomprehensive|comprehensive
noncomprehensively|comprehensively
nonconcentric|concentric
nonconducting|conductive
non-conducting|conductive
nonconductive|conductive
nonconductor|conductor
nonconformance|conformism,conformity,conformity
nonconformism|conformism,conformity
nonconformist|conformist,Anglican
nonconformity|conformity,conformism,conformity
noncontinuous|continuous
noncontroversial|controversial
noncritical|critical
noncrucial|crucial,critical
noncrystalline|crystalline
noncurrent|current
noncyclic|cyclic
noncyclical|cyclic
server|dedicated
nondeductible|deductible
nondevelopment|development
nondisposable|disposable,disposable
nondrinker|drinker
nondriver|driver
nonechoic|echoic
